unique_key,created_date,closed_date,complaint_type,borough,agency,status,time_to_close_days,date
INC504095,2023-11-23 00:37:00,2023-11-24 00:37:00,Noise - Residential,QUEENS,DSNY,Closed,1,2023-11-23
INC504096,2023-04-29 18:03:00,2023-04-29 18:03:00,Street Light Condition,QUEENS,DOB,Closed,0,2023-04-29
INC504097,2023-07-25 18:06:00,2023-07-26 18:06:00,Rodent,MANHATTAN,NYC 311,Closed,1,2023-07-25
INC504098,2023-10-04 20:19:00,2023-10-07 20:19:00,Blocked Driveway,STATEN ISLAND,DEP,Closed,3,2023-10-04
INC504099,2023-09-25 12:07:00,2023-09-27 12:07:00,Heat,MANHATTAN,DOB,Closed,2,2023-09-25
INC504100,2023-03-02 00:10:00,2023-03-04 00:10:00,Illegal Parking,STATEN ISLAND,DEP,Pending,2,2023-03-02
INC504101,2023-01-16 20:42:00,2023-01-18 20:42:00,Street Condition,QUEENS,DOT,Closed,2,2023-01-16
INC504102,2023-02-10 23:15:00,2023-02-24 23:15:00,Water System,STATEN ISLAND,DSNY,Closed,14,2023-02-10
INC504103,2023-02-03 08:17:00,2023-02-03 08:17:00,Street Light Condition,STATEN ISLAND,DOB,Closed,0,2023-02-03
INC504104,2023-04-24 13:00:00,2023-04-27 13:00:00,Rodent,BROOKLYN,DEP,Open,3,2023-04-24
INC504105,2023-08-22 22:51:00,2023-09-05 22:51:00,Derelict Vehicle,BROOKLYN,NYPD,Closed,14,2023-08-22
INC504106,2023-05-30 05:37:00,2023-05-30 05:37:00,Street Light Condition,MANHATTAN,NYC 311,Closed,0,2023-05-30
INC504107,2023-08-03 06:59:00,2023-08-05 06:59:00,Noise - Residential,STATEN ISLAND,NYPD,Open,2,2023-08-03
INC504108,2023-07-25 11:04:00,2023-07-26 11:04:00,Rodent,MANHATTAN,NYC 311,Pending,1,2023-07-25
INC504109,2023-09-03 00:34:00,2023-09-10 00:34:00,Illegal Parking,MANHATTAN,DSNY,Closed,7,2023-09-03
INC504110,2023-04-15 14:04:00,2023-04-16 14:04:00,Sewer,QUEENS,NYPD,Closed,1,2023-04-15
INC504111,2023-11-02 13:23:00,2023-11-03 13:23:00,Street Condition,BROOKLYN,NYPD,Open,1,2023-11-02
INC504112,2023-08-17 16:40:00,2023-08-27 16:40:00,Noise - Residential,BROOKLYN,NYPD,Closed,10,2023-08-17
INC504113,2023-07-09 11:36:00,2023-07-10 11:36:00,Illegal Parking,BROOKLYN,NYC 311,Open,1,2023-07-09
INC504114,2023-01-19 00:58:00,2023-01-20 00:58:00,Blocked Driveway,BRONX,NYPD,Pending,1,2023-01-19
INC504115,2023-03-09 11:54:00,2023-03-19 11:54:00,Water System,STATEN ISLAND,NYC 311,Closed,10,2023-03-09
INC504116,2023-05-06 15:49:00,2023-05-11 15:49:00,Street Condition,MANHATTAN,DEP,Closed,5,2023-05-06
INC504117,2023-04-30 02:22:00,2023-05-05 02:22:00,Illegal Parking,BROOKLYN,NYPD,Closed,5,2023-04-30
INC504118,2023-08-24 08:06:00,2023-08-25 08:06:00,Rodent,MANHATTAN,DOB,Closed,1,2023-08-24
INC504119,2023-11-28 04:06:00,2023-12-03 04:06:00,Street Condition,MANHATTAN,DOB,Closed,5,2023-11-28
INC504120,2023-05-01 18:49:00,2023-05-03 18:49:00,Water System,MANHATTAN,DOB,Open,2,2023-05-01
INC504121,2023-10-04 04:05:00,2023-10-05 04:05:00,Derelict Vehicle,MANHATTAN,DEP,Open,1,2023-10-04
INC504122,2023-01-06 20:17:00,2023-01-07 20:17:00,Water System,STATEN ISLAND,NYC 311,Pending,1,2023-01-06
INC504123,2023-09-26 22:28:00,2023-09-26 22:28:00,Noise - Residential,BRONX,DOB,Closed,0,2023-09-26
INC504124,2023-05-05 17:05:00,2023-05-15 17:05:00,Heat,MANHATTAN,NYC 311,Closed,10,2023-05-05
INC504125,2023-11-13 01:19:00,2023-11-20 01:19:00,Rodent,BROOKLYN,NYPD,Open,7,2023-11-13
INC504126,2023-11-22 19:55:00,2023-11-27 19:55:00,Rodent,BROOKLYN,DSNY,Closed,5,2023-11-22
INC504127,2023-08-22 20:38:00,2023-09-01 20:38:00,Noise - Residential,BROOKLYN,NYPD,Closed,10,2023-08-22
INC504128,2023-07-12 03:00:00,2023-07-13 03:00:00,Street Condition,BRONX,DOT,Closed,1,2023-07-12
INC504129,2023-05-19 21:24:00,2023-05-29 21:24:00,Street Light Condition,BROOKLYN,DOT,Open,10,2023-05-19
INC504130,2023-04-06 20:41:00,2023-04-16 20:41:00,Blocked Driveway,STATEN ISLAND,DSNY,Open,10,2023-04-06
INC504131,2023-09-11 17:38:00,2023-09-13 17:38:00,Rodent,BRONX,DOT,Open,2,2023-09-11
INC504132,2023-07-06 11:44:00,2023-07-08 11:44:00,Sewer,BRONX,NYPD,Closed,2,2023-07-06
INC504133,2023-07-17 22:33:00,2023-07-27 22:33:00,Rodent,MANHATTAN,DEP,Closed,10,2023-07-17
INC504134,2023-02-25 01:41:00,2023-02-26 01:41:00,Street Light Condition,STATEN ISLAND,NYPD,Closed,1,2023-02-25
INC504135,2023-01-10 02:48:00,2023-01-20 02:48:00,Water System,BRONX,DEP,Closed,10,2023-01-10
INC504136,2023-09-29 05:29:00,2023-10-01 05:29:00,Street Light Condition,STATEN ISLAND,NYC 311,Closed,2,2023-09-29
INC504137,2023-03-12 10:04:00,2023-03-15 10:04:00,Illegal Parking,QUEENS,DOB,Closed,3,2023-03-12
INC504138,2023-05-24 15:51:00,2023-05-25 15:51:00,Street Condition,MANHATTAN,NYPD,Closed,1,2023-05-24
INC504139,2023-06-22 05:26:00,2023-06-24 05:26:00,Street Light Condition,MANHATTAN,NYC 311,Open,2,2023-06-22
INC504140,2023-10-13 12:34:00,2023-10-23 12:34:00,Noise - Residential,BROOKLYN,DEP,Closed,10,2023-10-13
INC504141,2023-02-14 12:45:00,2023-02-14 12:45:00,Noise - Residential,BROOKLYN,NYPD,Closed,0,2023-02-14
INC504142,2023-04-27 09:30:00,2023-05-04 09:30:00,Illegal Parking,BRONX,NYPD,Closed,7,2023-04-27
INC504143,2023-02-02 09:28:00,2023-02-03 09:28:00,Heat,QUEENS,NYPD,Closed,1,2023-02-02
INC504144,2023-11-03 04:48:00,2023-11-10 04:48:00,Blocked Driveway,MANHATTAN,NYPD,Closed,7,2023-11-03
INC504145,2023-04-28 04:11:00,2023-05-08 04:11:00,Illegal Parking,MANHATTAN,NYC 311,Closed,10,2023-04-28
INC504146,2023-03-17 23:47:00,2023-03-22 23:47:00,Noise - Residential,BROOKLYN,NYC 311,Closed,5,2023-03-17
INC504147,2023-08-10 11:45:00,2023-08-15 11:45:00,Rodent,STATEN ISLAND,DOT,Pending,5,2023-08-10
INC504148,2023-06-30 04:15:00,2023-07-01 04:15:00,Heat,BROOKLYN,NYC 311,Closed,1,2023-06-30
INC504149,2023-06-19 07:13:00,2023-06-22 07:13:00,Noise - Residential,QUEENS,DOT,Open,3,2023-06-19
INC504150,2023-12-19 02:13:00,2023-12-26 02:13:00,Illegal Parking,MANHATTAN,DEP,Closed,7,2023-12-19
INC504151,2023-03-20 12:26:00,2023-03-27 12:26:00,Street Light Condition,BRONX,NYPD,Closed,7,2023-03-20
INC504152,2023-09-05 19:54:00,2023-09-05 19:54:00,Water System,MANHATTAN,DOT,Closed,0,2023-09-05
INC504153,2023-02-15 04:40:00,2023-02-22 04:40:00,Blocked Driveway,BROOKLYN,NYC 311,Closed,7,2023-02-15
INC504154,2023-01-21 11:39:00,2023-01-21 11:39:00,Heat,STATEN ISLAND,DOB,Open,0,2023-01-21
INC504155,2023-09-10 18:01:00,2023-09-17 18:01:00,Heat,QUEENS,DSNY,Open,7,2023-09-10
INC504156,2023-05-11 18:49:00,2023-05-25 18:49:00,Illegal Parking,MANHATTAN,DOT,Pending,14,2023-05-11
INC504157,2023-02-13 00:36:00,2023-02-14 00:36:00,Noise - Residential,QUEENS,DEP,Closed,1,2023-02-13
INC504158,2023-03-15 20:15:00,2023-03-16 20:15:00,Street Condition,STATEN ISLAND,NYC 311,Closed,1,2023-03-15
INC504159,2023-12-17 09:53:00,2023-12-24 09:53:00,Noise - Residential,BROOKLYN,DOT,Closed,7,2023-12-17
INC504160,2023-03-20 11:12:00,2023-03-23 11:12:00,Blocked Driveway,BROOKLYN,DEP,Pending,3,2023-03-20
INC504161,2023-09-18 04:50:00,2023-09-28 04:50:00,Heat,BRONX,DEP,Closed,10,2023-09-18
INC504162,2023-12-19 03:47:00,2023-12-24 03:47:00,Noise - Residential,BRONX,NYPD,Closed,5,2023-12-19
INC504163,2023-10-20 04:54:00,2023-10-21 04:54:00,Street Light Condition,MANHATTAN,DEP,Open,1,2023-10-20
INC504164,2023-04-01 14:04:00,2023-04-04 14:04:00,Street Condition,MANHATTAN,NYC 311,Closed,3,2023-04-01
INC504165,2023-12-04 11:02:00,2023-12-07 11:02:00,Blocked Driveway,QUEENS,NYC 311,Pending,3,2023-12-04
INC504166,2023-08-16 04:10:00,2023-08-17 04:10:00,Rodent,BROOKLYN,NYC 311,Closed,1,2023-08-16
INC504167,2023-08-08 07:32:00,2023-08-09 07:32:00,Noise - Residential,BROOKLYN,DOT,Closed,1,2023-08-08
INC504168,2023-08-31 18:23:00,2023-09-10 18:23:00,Blocked Driveway,STATEN ISLAND,DOB,Closed,10,2023-08-31
INC504169,2023-03-31 04:24:00,2023-03-31 04:24:00,Street Condition,BROOKLYN,DOT,Closed,0,2023-03-31
INC504170,2023-09-23 14:23:00,2023-09-28 14:23:00,Noise - Residential,BRONX,DOT,Closed,5,2023-09-23
INC504171,2023-03-08 21:39:00,2023-03-15 21:39:00,Street Condition,MANHATTAN,DSNY,Closed,7,2023-03-08
INC504172,2023-08-03 10:11:00,2023-08-04 10:11:00,Illegal Parking,QUEENS,DSNY,Closed,1,2023-08-03
INC504173,2023-11-21 21:09:00,2023-11-22 21:09:00,Street Condition,BRONX,DOT,Closed,1,2023-11-21
INC504174,2023-12-29 05:27:00,2023-12-29 05:27:00,Water System,MANHATTAN,DSNY,Closed,0,2023-12-29
INC504175,2023-09-27 14:23:00,2023-10-02 14:23:00,Water System,STATEN ISLAND,NYPD,Closed,5,2023-09-27
INC504176,2023-02-20 05:46:00,2023-03-02 05:46:00,Street Light Condition,MANHATTAN,DEP,Closed,10,2023-02-20
INC504177,2023-06-17 00:21:00,2023-06-27 00:21:00,Sewer,QUEENS,DEP,Open,10,2023-06-17
INC504178,2023-05-05 02:44:00,2023-05-19 02:44:00,Water System,STATEN ISLAND,DOB,Pending,14,2023-05-05
INC504179,2023-02-11 06:16:00,2023-02-16 06:16:00,Rodent,BROOKLYN,DOT,Closed,5,2023-02-11
INC504180,2023-09-12 22:55:00,2023-09-13 22:55:00,Illegal Parking,MANHATTAN,NYPD,Closed,1,2023-09-12
INC504181,2023-02-14 18:59:00,2023-02-14 18:59:00,Rodent,STATEN ISLAND,DOB,Closed,0,2023-02-14
INC504182,2023-05-30 03:38:00,2023-06-09 03:38:00,Noise - Residential,BRONX,NYPD,Closed,10,2023-05-30
INC504183,2023-01-27 05:19:00,2023-01-27 05:19:00,Water System,BRONX,DEP,Open,0,2023-01-27
INC504184,2023-06-03 18:05:00,2023-06-10 18:05:00,Rodent,BRONX,NYC 311,Closed,7,2023-06-03
INC504185,2023-10-30 07:33:00,2023-11-04 07:33:00,Rodent,BRONX,DOB,Closed,5,2023-10-30
INC504186,2023-08-23 22:37:00,2023-08-23 22:37:00,Street Condition,BRONX,NYPD,Closed,0,2023-08-23
INC504187,2023-03-01 02:24:00,2023-03-01 02:24:00,Street Light Condition,STATEN ISLAND,DOT,Closed,0,2023-03-01
INC504188,2023-04-22 03:13:00,2023-04-29 03:13:00,Street Condition,QUEENS,DEP,Closed,7,2023-04-22
INC504189,2023-03-05 10:00:00,2023-03-06 10:00:00,Derelict Vehicle,BRONX,NYC 311,Open,1,2023-03-05
INC504190,2023-10-11 17:43:00,2023-10-18 17:43:00,Blocked Driveway,MANHATTAN,NYPD,Closed,7,2023-10-11
INC504191,2023-07-26 23:35:00,2023-07-29 23:35:00,Heat,BROOKLYN,DOT,Open,3,2023-07-26
INC504192,2023-08-12 14:37:00,2023-08-19 14:37:00,Street Condition,STATEN ISLAND,DEP,Closed,7,2023-08-12
INC504193,2023-09-16 22:16:00,2023-09-17 22:16:00,Blocked Driveway,BROOKLYN,NYC 311,Closed,1,2023-09-16
INC504194,2023-05-27 13:08:00,2023-06-01 13:08:00,Street Condition,BRONX,DOT,Closed,5,2023-05-27
INC504195,2023-01-31 09:00:00,2023-01-31 09:00:00,Water System,BRONX,NYPD,Open,0,2023-01-31
INC504196,2023-08-12 02:43:00,2023-08-15 02:43:00,Street Light Condition,QUEENS,DOT,Closed,3,2023-08-12
INC504197,2023-06-04 02:41:00,2023-06-06 02:41:00,Noise - Residential,STATEN ISLAND,DSNY,Closed,2,2023-06-04
INC504198,2023-07-14 06:44:00,2023-07-14 06:44:00,Street Light Condition,STATEN ISLAND,NYC 311,Closed,0,2023-07-14
INC504199,2023-03-23 01:14:00,2023-03-30 01:14:00,Rodent,QUEENS,DOT,Closed,7,2023-03-23
INC504200,2023-11-27 08:08:00,2023-11-29 08:08:00,Street Condition,QUEENS,NYC 311,Pending,2,2023-11-27
INC504201,2023-04-30 04:48:00,2023-05-07 04:48:00,Blocked Driveway,BROOKLYN,DOT,Open,7,2023-04-30
INC504202,2023-09-11 19:11:00,2023-09-12 19:11:00,Heat,BRONX,NYC 311,Closed,1,2023-09-11
INC504203,2023-06-26 17:25:00,2023-07-03 17:25:00,Rodent,QUEENS,DEP,Closed,7,2023-06-26
INC504204,2023-10-02 00:00:00,2023-10-03 00:00:00,Blocked Driveway,QUEENS,NYPD,Closed,1,2023-10-02
INC504205,2023-10-24 04:59:00,2023-10-27 04:59:00,Street Condition,QUEENS,DOB,Closed,3,2023-10-24
INC504206,2023-03-11 12:54:00,2023-03-11 12:54:00,Noise - Residential,STATEN ISLAND,DSNY,Closed,0,2023-03-11
INC504207,2023-10-17 16:44:00,2023-10-17 16:44:00,Blocked Driveway,BRONX,DOB,Closed,0,2023-10-17
INC504208,2023-12-12 00:47:00,2023-12-17 00:47:00,Blocked Driveway,MANHATTAN,NYPD,Pending,5,2023-12-12
INC504209,2023-02-25 06:33:00,2023-03-04 06:33:00,Noise - Residential,QUEENS,DOB,Closed,7,2023-02-25
INC504210,2023-03-27 13:12:00,2023-04-10 13:12:00,Heat,BROOKLYN,DSNY,Closed,14,2023-03-27
INC504211,2023-11-06 17:29:00,2023-11-08 17:29:00,Water System,QUEENS,DSNY,Open,2,2023-11-06
INC504212,2023-02-22 09:48:00,2023-02-22 09:48:00,Noise - Residential,STATEN ISLAND,NYPD,Closed,0,2023-02-22
INC504213,2023-08-12 09:01:00,2023-08-13 09:01:00,Street Light Condition,BRONX,NYPD,Open,1,2023-08-12
INC504214,2023-10-19 09:49:00,2023-10-22 09:49:00,Noise - Residential,QUEENS,NYC 311,Pending,3,2023-10-19
INC504215,2023-07-09 09:59:00,2023-07-11 09:59:00,Street Condition,BROOKLYN,DOT,Closed,2,2023-07-09
INC504216,2023-05-18 06:39:00,2023-05-20 06:39:00,Rodent,QUEENS,DSNY,Open,2,2023-05-18
INC504217,2023-01-09 22:02:00,2023-01-09 22:02:00,Sewer,BROOKLYN,DSNY,Pending,0,2023-01-09
INC504218,2023-01-16 16:42:00,2023-01-23 16:42:00,Rodent,QUEENS,DEP,Closed,7,2023-01-16
INC504219,2023-02-25 16:34:00,2023-02-25 16:34:00,Noise - Residential,BRONX,DOT,Closed,0,2023-02-25
INC504220,2023-04-24 23:51:00,2023-04-25 23:51:00,Heat,MANHATTAN,DOB,Closed,1,2023-04-24
INC504221,2023-12-02 04:17:00,2023-12-04 04:17:00,Street Condition,BRONX,DOT,Open,2,2023-12-02
INC504222,2023-10-11 17:23:00,2023-10-13 17:23:00,Street Light Condition,MANHATTAN,DEP,Closed,2,2023-10-11
INC504223,2023-01-24 06:25:00,2023-02-07 06:25:00,Heat,MANHATTAN,DOT,Closed,14,2023-01-24
INC504224,2023-05-05 13:06:00,2023-05-05 13:06:00,Illegal Parking,MANHATTAN,DEP,Closed,0,2023-05-05
INC504225,2023-09-26 21:26:00,2023-09-27 21:26:00,Street Light Condition,STATEN ISLAND,DOT,Closed,1,2023-09-26
INC504226,2023-11-03 23:46:00,2023-11-17 23:46:00,Noise - Residential,STATEN ISLAND,DOB,Open,14,2023-11-03
INC504227,2023-07-19 17:43:00,2023-07-19 17:43:00,Street Condition,STATEN ISLAND,NYC 311,Closed,0,2023-07-19
INC504228,2023-07-31 03:59:00,2023-08-05 03:59:00,Noise - Residential,QUEENS,DSNY,Closed,5,2023-07-31
INC504229,2023-04-12 15:58:00,2023-04-19 15:58:00,Rodent,MANHATTAN,NYC 311,Closed,7,2023-04-12
INC504230,2023-04-04 18:25:00,2023-04-05 18:25:00,Illegal Parking,BROOKLYN,DOB,Closed,1,2023-04-04
INC504231,2023-10-04 17:59:00,2023-10-04 17:59:00,Water System,QUEENS,NYC 311,Closed,0,2023-10-04
INC504232,2023-12-17 18:52:00,2023-12-24 18:52:00,Illegal Parking,BRONX,DEP,Closed,7,2023-12-17
INC504233,2023-07-17 09:33:00,2023-07-18 09:33:00,Sewer,BRONX,NYC 311,Closed,1,2023-07-17
INC504234,2023-01-05 01:31:00,2023-01-19 01:31:00,Noise - Residential,STATEN ISLAND,DOT,Closed,14,2023-01-05
INC504235,2023-01-31 05:18:00,2023-02-01 05:18:00,Sewer,STATEN ISLAND,DEP,Open,1,2023-01-31
INC504236,2023-12-27 07:59:00,2023-12-28 07:59:00,Sewer,STATEN ISLAND,NYC 311,Closed,1,2023-12-27
INC504237,2023-03-17 08:40:00,2023-03-17 08:40:00,Blocked Driveway,QUEENS,NYC 311,Closed,0,2023-03-17
INC504238,2023-04-08 07:39:00,2023-04-15 07:39:00,Street Light Condition,BRONX,NYPD,Pending,7,2023-04-08
INC504239,2023-09-06 21:00:00,2023-09-07 21:00:00,Illegal Parking,BRONX,DOB,Pending,1,2023-09-06
INC504240,2023-05-04 08:53:00,2023-05-04 08:53:00,Water System,BROOKLYN,DEP,Closed,0,2023-05-04
INC504241,2023-09-21 05:49:00,2023-09-22 05:49:00,Blocked Driveway,BRONX,DSNY,Open,1,2023-09-21
INC504242,2023-11-18 21:05:00,2023-12-02 21:05:00,Illegal Parking,BRONX,DOB,Open,14,2023-11-18
INC504243,2023-03-20 07:29:00,2023-03-21 07:29:00,Illegal Parking,QUEENS,DOT,Closed,1,2023-03-20
INC504244,2023-10-03 05:41:00,2023-10-06 05:41:00,Street Condition,QUEENS,NYPD,Pending,3,2023-10-03
INC504245,2023-06-04 21:27:00,2023-06-06 21:27:00,Illegal Parking,MANHATTAN,DSNY,Open,2,2023-06-04
INC504246,2023-04-10 06:51:00,2023-04-12 06:51:00,Derelict Vehicle,STATEN ISLAND,DOT,Closed,2,2023-04-10
INC504247,2023-12-15 05:59:00,2023-12-16 05:59:00,Rodent,STATEN ISLAND,NYC 311,Open,1,2023-12-15
INC504248,2023-10-09 13:07:00,2023-10-19 13:07:00,Blocked Driveway,MANHATTAN,DSNY,Closed,10,2023-10-09
INC504249,2023-04-15 02:05:00,2023-04-17 02:05:00,Noise - Residential,BRONX,NYPD,Pending,2,2023-04-15
INC504250,2023-07-22 08:17:00,2023-07-29 08:17:00,Rodent,BROOKLYN,NYPD,Closed,7,2023-07-22
INC504251,2023-08-18 03:21:00,2023-08-20 03:21:00,Rodent,BRONX,DOB,Open,2,2023-08-18
INC504252,2023-08-07 11:27:00,2023-08-07 11:27:00,Rodent,BRONX,DOB,Closed,0,2023-08-07
INC504253,2023-02-19 23:17:00,2023-02-19 23:17:00,Heat,QUEENS,DSNY,Closed,0,2023-02-19
INC504254,2023-04-24 07:28:00,2023-04-26 07:28:00,Heat,BRONX,DOT,Open,2,2023-04-24
INC504255,2023-08-29 02:16:00,2023-09-05 02:16:00,Derelict Vehicle,BRONX,NYC 311,Closed,7,2023-08-29
INC504256,2023-06-01 19:00:00,2023-06-02 19:00:00,Water System,STATEN ISLAND,NYC 311,Closed,1,2023-06-01
INC504257,2023-11-09 06:10:00,2023-11-10 06:10:00,Rodent,BRONX,NYPD,Closed,1,2023-11-09
INC504258,2023-08-07 12:25:00,2023-08-17 12:25:00,Street Condition,BRONX,DEP,Closed,10,2023-08-07
INC504259,2023-06-19 12:28:00,2023-06-20 12:28:00,Street Light Condition,BROOKLYN,DOT,Open,1,2023-06-19
INC504260,2023-03-17 23:35:00,2023-03-19 23:35:00,Street Condition,QUEENS,DOT,Pending,2,2023-03-17
INC504261,2023-09-27 10:16:00,2023-10-07 10:16:00,Heat,STATEN ISLAND,NYPD,Closed,10,2023-09-27
INC504262,2023-01-18 20:40:00,2023-01-25 20:40:00,Street Condition,BRONX,NYC 311,Closed,7,2023-01-18
INC504263,2023-05-18 10:46:00,2023-05-18 10:46:00,Sewer,QUEENS,NYPD,Closed,0,2023-05-18
INC504264,2023-08-24 21:52:00,2023-08-25 21:52:00,Illegal Parking,STATEN ISLAND,DOB,Open,1,2023-08-24
INC504265,2023-04-10 05:36:00,2023-04-10 05:36:00,Noise - Residential,MANHATTAN,DOB,Closed,0,2023-04-10
INC504266,2023-10-06 23:58:00,2023-10-06 23:58:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,0,2023-10-06
INC504267,2023-01-23 17:13:00,2023-02-06 17:13:00,Street Condition,STATEN ISLAND,NYC 311,Closed,14,2023-01-23
INC504268,2023-06-11 21:15:00,2023-06-14 21:15:00,Illegal Parking,BROOKLYN,DOB,Closed,3,2023-06-11
INC504269,2023-08-12 11:28:00,2023-08-13 11:28:00,Derelict Vehicle,BROOKLYN,NYC 311,Closed,1,2023-08-12
INC504270,2023-12-13 08:04:00,2023-12-23 08:04:00,Street Condition,BRONX,DOT,Closed,10,2023-12-13
INC504271,2023-07-13 23:43:00,2023-07-13 23:43:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,0,2023-07-13
INC504272,2023-08-22 04:46:00,2023-08-25 04:46:00,Noise - Residential,STATEN ISLAND,DSNY,Closed,3,2023-08-22
INC504273,2023-11-23 08:54:00,2023-11-23 08:54:00,Heat,STATEN ISLAND,DSNY,Pending,0,2023-11-23
INC504274,2023-02-15 05:04:00,2023-02-17 05:04:00,Street Light Condition,STATEN ISLAND,DOT,Open,2,2023-02-15
INC504275,2023-07-16 15:08:00,2023-07-26 15:08:00,Noise - Residential,STATEN ISLAND,DOB,Open,10,2023-07-16
INC504276,2023-06-01 10:38:00,2023-06-01 10:38:00,Blocked Driveway,MANHATTAN,DOT,Closed,0,2023-06-01
INC504277,2023-07-17 20:43:00,2023-07-20 20:43:00,Illegal Parking,MANHATTAN,NYC 311,Open,3,2023-07-17
INC504278,2023-07-06 09:41:00,2023-07-13 09:41:00,Illegal Parking,STATEN ISLAND,DSNY,Closed,7,2023-07-06
INC504279,2023-04-14 01:52:00,2023-04-14 01:52:00,Illegal Parking,BROOKLYN,NYPD,Closed,0,2023-04-14
INC504280,2023-12-20 13:16:00,2023-12-23 13:16:00,Street Condition,QUEENS,DSNY,Open,3,2023-12-20
INC504281,2023-10-20 14:43:00,2023-10-23 14:43:00,Noise - Residential,BRONX,DOT,Closed,3,2023-10-20
INC504282,2023-10-20 05:16:00,2023-10-21 05:16:00,Rodent,BROOKLYN,DOB,Closed,1,2023-10-20
INC504283,2023-09-09 14:36:00,2023-09-11 14:36:00,Derelict Vehicle,MANHATTAN,NYC 311,Closed,2,2023-09-09
INC504284,2023-03-17 07:11:00,2023-03-17 07:11:00,Heat,STATEN ISLAND,NYC 311,Pending,0,2023-03-17
INC504285,2023-12-24 10:08:00,2023-12-31 10:08:00,Illegal Parking,BRONX,DOT,Closed,7,2023-12-24
INC504286,2023-03-15 03:06:00,2023-03-16 03:06:00,Water System,QUEENS,DOT,Closed,1,2023-03-15
INC504287,2023-07-21 19:06:00,2023-07-31 19:06:00,Derelict Vehicle,BROOKLYN,DSNY,Closed,10,2023-07-21
INC504288,2023-05-08 19:04:00,2023-05-10 19:04:00,Street Condition,BRONX,DOB,Closed,2,2023-05-08
INC504289,2023-08-26 15:09:00,2023-08-28 15:09:00,Street Light Condition,MANHATTAN,NYC 311,Closed,2,2023-08-26
INC504290,2023-03-06 20:01:00,2023-03-09 20:01:00,Heat,STATEN ISLAND,DEP,Open,3,2023-03-06
INC504291,2023-10-29 14:08:00,2023-10-29 14:08:00,Blocked Driveway,STATEN ISLAND,DSNY,Closed,0,2023-10-29
INC504292,2023-06-30 11:43:00,2023-07-10 11:43:00,Blocked Driveway,MANHATTAN,NYPD,Open,10,2023-06-30
INC504293,2023-09-02 07:48:00,2023-09-02 07:48:00,Blocked Driveway,QUEENS,NYPD,Closed,0,2023-09-02
INC504294,2023-02-04 23:49:00,2023-02-05 23:49:00,Street Condition,BRONX,DEP,Closed,1,2023-02-04
INC504295,2023-11-29 14:51:00,2023-12-06 14:51:00,Rodent,BROOKLYN,DEP,Pending,7,2023-11-29
INC504296,2023-06-02 15:15:00,2023-06-07 15:15:00,Illegal Parking,BROOKLYN,DOB,Open,5,2023-06-02
INC504297,2023-03-19 02:01:00,2023-03-20 02:01:00,Illegal Parking,BROOKLYN,DOB,Closed,1,2023-03-19
INC504298,2023-09-17 01:18:00,2023-09-19 01:18:00,Noise - Residential,STATEN ISLAND,NYC 311,Closed,2,2023-09-17
INC504299,2023-10-27 12:38:00,2023-10-28 12:38:00,Noise - Residential,BROOKLYN,NYC 311,Closed,1,2023-10-27
INC504300,2023-01-28 22:50:00,2023-02-04 22:50:00,Blocked Driveway,MANHATTAN,DOT,Closed,7,2023-01-28
INC504301,2023-12-27 05:08:00,2024-01-01 05:08:00,Street Condition,STATEN ISLAND,DSNY,Pending,5,2023-12-27
INC504302,2023-11-11 14:31:00,2023-11-16 14:31:00,Heat,BROOKLYN,DEP,Closed,5,2023-11-11
INC504303,2023-12-22 14:48:00,2023-12-25 14:48:00,Street Light Condition,BROOKLYN,DSNY,Closed,3,2023-12-22
INC504304,2023-11-03 20:06:00,2023-11-03 20:06:00,Heat,BRONX,DEP,Closed,0,2023-11-03
INC504305,2023-08-02 00:40:00,2023-08-12 00:40:00,Street Condition,STATEN ISLAND,DSNY,Closed,10,2023-08-02
INC504306,2023-02-04 03:42:00,2023-02-11 03:42:00,Illegal Parking,MANHATTAN,NYPD,Closed,7,2023-02-04
INC504307,2023-12-12 12:18:00,2023-12-19 12:18:00,Noise - Residential,QUEENS,DOB,Closed,7,2023-12-12
INC504308,2023-11-12 18:33:00,2023-11-13 18:33:00,Rodent,QUEENS,NYPD,Closed,1,2023-11-12
INC504309,2023-08-09 12:32:00,2023-08-09 12:32:00,Street Condition,BRONX,DEP,Closed,0,2023-08-09
INC504310,2023-02-03 10:21:00,2023-02-06 10:21:00,Blocked Driveway,BRONX,DOT,Closed,3,2023-02-03
INC504311,2023-04-30 02:39:00,2023-05-02 02:39:00,Illegal Parking,MANHATTAN,NYPD,Closed,2,2023-04-30
INC504312,2023-06-08 14:03:00,2023-06-08 14:03:00,Street Light Condition,MANHATTAN,NYC 311,Closed,0,2023-06-08
INC504313,2023-04-28 09:43:00,2023-05-08 09:43:00,Noise - Residential,BROOKLYN,NYC 311,Open,10,2023-04-28
INC504314,2023-12-17 19:46:00,2023-12-18 19:46:00,Illegal Parking,BRONX,NYPD,Closed,1,2023-12-17
INC504315,2023-11-07 19:58:00,2023-11-17 19:58:00,Street Condition,STATEN ISLAND,DSNY,Closed,10,2023-11-07
INC504316,2023-06-28 00:45:00,2023-06-29 00:45:00,Noise - Residential,QUEENS,NYC 311,Open,1,2023-06-28
